SampleID,Subtype,14-3-3_epsilon,4E-BP1,4E-BP1_pS65,4E-BP1_pT37,4E-BP1_pT70,53BP1,A-Raf_pS299,ACC1,ACC_pS79,AMPK_alpha,AMPK_pT172,ANLN,AR,ARID1A,ASNS,ATM,Akt,Akt_pS473,Akt_pT308,Annexin_I,B-Raf,Bak,Bax,Bcl-2,Bcl-xL,Beclin,Bid,Bim,C-Raf,C-Raf_pS338,CD31,CD49b,CDK1,Caspase-7_cleavedD198,Caveolin-1,Chk1,Chk1_pS345,Chk2,Chk2_pT68,Claudin-7,Collagen_VI,Cyclin_B1,Cyclin_D1,Cyclin_E1,DJ-1,Dvl3,E-Cadherin,EGFR,EGFR_pY1068,EGFR_pY1173,ER-alpha,ER-alpha_pS118,ERK2,FOXO3a,Fibronectin,GAB2,GATA3,GSK3-alpha-beta,GSK3-alpha-beta_pS21_S9,HER2,HER2_pY1248,HER3,HER3_pY1289,HSP70,IGFBP2,INPP4B,IRS1,JNK2,JNK_pT183_pT185,K-Ras,Ku80,LBK1,Lck,MAPK_pT202_Y204,MEK1,MEK1_pS217_S221,MIG-6,Mre11,N-Cadherin,NF-kB-p65_pS536,NF2,Notch1,P-Cadherin,PAI-1,PCNA,PDCD4,PDK1_pS241,PI3K-p110-alpha,PKC-alpha,PKC-alpha_pS657,PKC-delta_pS664,PR,PRAS40_pT246,PRDX1,PTEN,Paxillin,Pea-15,RBM3,Rad50,Rb_pS807_S811,S6,S6_pS235_S236,S6_pS240_S244,SCD1,STAT3_pY705,STAT5-alpha,Shc_pY317,Smad1,Smad3,Smad4,Src,Src_pY416,Src_pY527,Stathmin,Syk,Transglutaminase,Tuberin,VEGFR2,XBP1,XRCC1,YAP_pS127,YB-1,YB-1_pS102,alpha-Catenin,beta-Catenin,c-Kit,c-Met_pY1235,c-Myc,eEF2,eEF2K,eIF4E,mTOR,mTOR_pS2448,p27,p27_pT157,p27_pT198,p38_MAPK,p38_pT180_Y182,p53,p70S6K,p70S6K_pT389,p90RSK_pT359_S363
A0YM,Basal,0.726640761,0.912460728,0.762584763,0.887891354,0.79122884,0.696296581,0.662595382,0.694232,0.738070123,0.667587919,0.723326197,0.723520729,0.516260025,0.753368606,0.803600547,0.732700897,0.687232572,0.686454278,0.676256504,0.817173837,0.655669254,0.749945898,0.72926956,0.599254924,0.703991221,0.686779726,0.719764627,0.764369987,0.755399423,0.68700347,0.612896401,0.672581528,0.767855407,0.724474435,0.638014108,0.725848229,0.666950884,0.766420065,0.617655559,0.750577681,0.751279581,0.959909973,0.618723036,1,0.674929051,0.791836109,0.712034332,0.775479319,0.665302086,0.698035172,0.27356694,0.66230337,0.757464067,0.696238452,0.703369499,0.719941352,0.476397939,0.763150978,0.69468047,0.688066083,0.716040449,0.707560408,0.697439319,0.62677488,0.829932474,0.617771759,0.709427074,0.672402956,0.644286593,0.706821527,0.744066291,0.712759294,0.795150342,0.700940915,0.722050087,0.711946753,0.754075606,0.670190054,0.738888796,0.736151791,0.704325222,0.794353876,0.741942477,0.62060639,0.776591085,0.569169317,0.657261658,0.731955485,0.748595946,0.752543491,0.712942742,0.574543365,0.715791274,0.704969432,0.687332631,0.720932121,0.694945521,0.562401197,0.712418415,0.794517916,0.781248352,0.826944456,0.803255557,0,0.716816756,0.868181286,0.701938539,0.736350113,0.713738388,0.721244003,0.755590261,0.681378849,0.746924225,0.69547756,0.816803995,0.696736746,0.719985512,0.715719206,0.691310714,0.752638054,0.636583593,0.732871481,0.776064555,0.664765654,0.781886571,0.826457067,0.662668954,0.72110784,0.741450859,0.786409511,0.756027319,0.703017098,0.649074798,0.697581846,0.727296853,0.702591523,0.752837551,0.762557511,0.727971812,0.737934165,0.774272066,0.753447263
A0YT,LumB,0.622408995,0.527662362,0.50737821,0.350182901,0.561348975,0.56821051,0.497504819,0.678045477,0.603427694,0.512171402,0.603031189,0.491184972,0.405808063,0.53212067,0.552135292,0.486208341,0.592934708,0.436100881,0.449461257,0.569734616,0.463216612,0.615437386,0.605039967,0.467318332,0.586442693,0.438396213,0.603928771,0.556555376,0.608354181,0.526955062,0.441521909,0.611146769,0.532839164,0.60867689,0.737634979,0.546730847,0.517417197,0.527478221,0.445714577,0.640701716,1,0.671451158,0.701137823,0.595252784,0.615754508,0.470135653,0.704539088,0.571415033,0.502387351,0.63268795,0.795599896,0.504131073,0.474248961,0.589413833,0.681490427,0.467528065,0.657518655,0.535007607,0.409265197,0.518781156,0.56425247,0.563446487,0.581089878,0.532274009,0.680412001,0.461338865,0.541510583,0.578595143,0.485225984,0.606326833,0.535724128,0.510776987,0.550793743,0.216166699,0.674017524,0.494057197,0.567619833,0.484438469,0.581950387,0.439871286,0.561116474,0.569664492,0.549014935,0.665682259,0.625830685,0,0.631032523,0.57298006,0.552510708,0.521875641,0.511284095,0.471103904,0.42831356,0.560802762,0.581574311,0.64748798,0.535095854,0.559005247,0.526871735,0.454438379,0.555826431,0.57903964,0.637223257,0.387137846,0.554502164,0.544197733,0.215056462,0.605541804,0.56408196,0.59495846,0.667393273,0.447611347,0.467422106,0.555926911,0.533939812,0.459330859,0.590614169,0.429690208,0.454123753,0.568808814,0.447100727,0.462406767,0.383093522,0.583782817,0.593739853,0.557786217,0.567927479,0.482010979,0.558763437,0.611073462,0.640986349,0.525602594,0.426321286,0.596461625,0.47897659,0.49965081,0.641967754,0.458086385,0.470362456,0.582726714,0.502494298,0.438788899
A0CD,LumA,0.354096541,0.316431383,0.305690634,0.380506314,0.345476724,0.334705175,0.379246354,0.443903893,0.461118147,0.379265259,0.332685464,0.355642198,0.607891077,0.372425666,0.318105412,0.468612678,0.356994477,0.376078529,0.329789429,0.316926366,0.312421958,0.386307044,0.337802105,0.49242835,0.340414403,0.356662904,0.341736993,0.441905031,0.360187662,0.360340431,0.337984298,0.351181611,0.311084269,0.291861727,0.412726508,0.363187515,0.352120456,0.410353274,0.334146903,0.337016618,0.32851235,0.273200869,0.350236101,0.345265049,0.422717884,0.361357887,0.383604724,0.37646439,0.413337381,0.371878458,0.768287672,0.50045088,0.428908895,0.346696485,0.287310908,0.460789457,0.51031213,0.336087133,0.475702734,0.467055515,0.4415264,0.398107764,0.364200985,0.359701351,0.345798116,0.535702663,0.376325876,0.427137189,0.491960611,0.35776344,0.400113108,0.359348436,0.325813958,0.525664053,0.39565484,0.36979504,0.415798798,0.354825378,0.362274427,0.348476736,0.445886415,0.382830272,0.266440084,0.320758233,0.369015521,0.445596076,0.353072714,0.421806648,0.352050511,0.351970384,0.368769743,1,0.381870993,0.39712645,0.392246503,0.408702196,0.39526339,0.404310605,0.422094759,0.43228653,0.339170801,0.412519203,0.370855123,0,0.337423024,0.408698618,0.35683798,0.41759039,0.412769369,0.374448501,0.326149806,0.341125987,0.366174464,0.343050901,0.361028606,0.340810582,0.415889477,0.555110611,0.346433735,0.398321694,0.381818251,0.358280141,0.396182386,0.367389526,0.341350845,0.346990601,0.355226425,0.353377425,0.291594185,0.362903864,0.351174561,0.454142915,0.437000051,0.309508514,0.380533474,0.323640102,0.400757096,0.368791556,0.346452751,0.406406259,0.381554059,0.446492494
A0CE,Basal,0.452744751,0.439233856,0.522098713,0.523380125,0.470814987,0.566889823,0.565932295,0.479836549,0.515259283,0.444187203,0.264864861,0.447664255,0.192234722,0.413204805,0.65362792,0.500072425,0.414467847,0.57313229,0.541966586,0.396550163,0.570601091,0.432345218,0.387278622,0.283538768,0.405356745,0.431100453,0.399958745,0.410062406,0.411410447,0.425370408,0.428743663,0.616729606,0.5036365,0.399985496,0.533154996,0.460292295,0.429364808,0.522237596,0.504243532,0.618986141,0.448069535,0.755539289,0.310933286,0.683590949,0.390374754,0.457425587,0.454727889,0.579998318,0.517541908,0.423804514,0,0.334276703,0.375891141,0.39356233,0.656734621,0.404913333,0.206835917,0.462087046,0.619296213,0.499352267,0.471694169,0.465671151,0.438576461,0.397555704,0.301662428,0.449668265,0.365453711,0.350038187,0.487175517,0.412299004,0.395041272,0.360480512,0.408662104,0.678550518,0.533731158,0.533283416,0.500809354,0.399148591,0.403756618,0.555207245,0.435542672,0.465236238,0.50814854,0.476861967,0.514735062,0.633987167,0.36525293,0.436434761,0.452536519,0.432276048,0.430608157,0.376905933,0.511506375,0.455419213,0.433245691,0.499063396,0.375682008,0.436084697,0.457082834,0.667848225,0.424114437,0.61068609,0.524588765,0.399474875,0.496082217,0.616611999,0.487904606,0.474495998,0.421098462,0.43580673,0.323398171,0.514155628,0.675423425,0.429227029,0.516364598,0.481692158,0.412449684,0.545470465,0.452811996,0.430178845,0.456739084,0.453039539,0.627488772,0.428373763,0.566390828,1,0.439538993,0.445695418,0.448077205,0.44542354,0.450516533,0.543277733,0.548245115,0.439744024,0.442393752,0.442572534,0.382629148,0.492250074,0.513234133,0.397374729,0.45064975,0.601681424
A0CG,LumA,0.691213717,0.720143225,0.654217052,0.726637481,0.676488595,0.675505076,0.72838931,0.700376544,0.686556085,0.657695153,0.650660031,0.628846595,0.807420959,0.675785243,0.608611464,0.677040579,0.704744865,0.898491737,0.800341836,0.712582661,0.593572536,0.682452865,0.709278305,0.672362154,0.649952132,0.593873993,0.674820909,0.694764189,0.689421787,0.682373628,0.49543795,0.68141801,0.596226034,0.627547507,0.862702242,0.639246342,0.596599839,0.629414606,0.487508951,0.643745186,0.835588065,0.573773284,0.676580823,0.658424971,0.734800393,0.657303658,0.495792129,0.708237308,0.734111333,0.690170831,1,0.773423891,0.706937851,0.705619118,0.538806692,0.650518254,0.687773293,0.713028728,0.738207216,0.658065283,0.69016086,0.662654743,0.725715404,0.679010197,0.672460071,0.668268577,0.667703984,0.7274153,0.76153726,0.682639202,0.651952608,0.65104398,0.705194809,0.897990386,0.731341314,0.729254729,0.723701326,0.580900542,0.661514189,0.614408378,0.695910479,0.668833179,0.662480651,0.58097401,0.719414412,0.817129904,0.697561862,0.684965699,0.682018278,0.690673659,0.625303296,0.744559373,0.673365475,0.730102405,0.722125502,0.667511062,0.705100898,0.695238753,0.702129272,0.679292909,0.688457594,0.675759594,0.648742002,0,0.699590822,0.690116344,0.765952699,0.689633622,0.698219956,0.695644853,0.676388485,0.627471581,0.706955546,0.627268878,0.687518519,0.626332721,0.724465625,0.728396658,0.614386749,0.667013988,0.711139758,0.640125059,0.756171978,0.536033091,0.584639207,0.70523894,0.601091996,0.616905078,0.671447059,0.71349631,0.714958354,0.676666788,0.678052523,0.691719463,0.645038127,0.646673265,0.75098118,0.79078012,0.56496274,0.611987683,0.700416463,0.744755155
A0CH,LumA,0.15283007,0.136142577,0.132160765,0.172499449,0.14136139,0.264553705,0.21825427,0.147269272,0.192962086,0.23592445,0.320647406,0.155680016,0.412515802,0.17961937,0.108234693,0.258981773,0.258764189,0.1991618,0.174719562,0.122519659,0.177143431,0.143555692,0.143400928,0.378176878,0.119567156,0.146690393,0.115148416,0.136345536,0.179363054,0.128058943,0.134410291,0.16073819,0.121518391,0.001693305,0.121362811,0.173637081,0.124384365,0.153590284,0.145278764,0.326208193,0,0.060956792,0.106673041,0.122985336,0.187110885,0.19441037,0.245532644,0.124868254,0.182255508,0.139298373,0.72398694,0.265571422,0.191101602,0.116831032,0.088268919,0.081342925,0.318179831,0.224256136,0.279165764,0.201966405,0.187698336,0.138654472,0.155604902,0.086303001,0.26741676,0.387783176,0.231066565,0.244695336,0.256885245,0.153776302,0.208269298,0.199359076,0.062247373,0.292523703,0.193922131,0.234489113,0.128370204,0.139978567,0.139370749,0.272133327,0.222867208,0.129197024,0.095992901,0.115152065,0.119013613,0.358466414,0.211502907,0.154671475,0.139651493,0.179282372,0.158458892,1,0.178845966,0.155490827,0.258804008,0.199495066,0.150859878,0.125673055,0.175895459,0.312502712,0.139121284,0.157053889,0.160476016,0.183752071,0.164531217,0.335259017,0.199056329,0.216312275,0.124984129,0.133229841,0.130420711,0.160657942,0.209233019,0.140437356,0.117075697,0.131504342,0.231152144,0.227549424,0.128135804,0.162763068,0.257728684,0.156706505,0.172704254,0.160962978,0.293275889,0.078454917,0.152669064,0.10150269,0.153584209,0.248614843,0.154507171,0.289579065,0.191644263,0.172273731,0.158070301,0.115489111,0.168450134,0.155612138,0.140331186,0.142002627,0.117220893,0.183272491
A0CJ,LumB,0.150286967,0.264959995,0.267453027,0.34008251,0.265022277,0.166715993,0.206052988,0.095362503,0.097856912,0.078134576,0.068002964,0.187705247,0.274568461,0.222344109,0.141006386,0.207097094,0.183541136,0.433434683,0.337523119,0.07172221,0.476752043,0.1726031,0.181197325,0.563696343,0.191830165,0.218274018,0.154236078,0.44981947,0.313247046,0.245448826,0.199509997,0.240582724,0.156589412,0.173065416,0,0.214816415,0.198716009,0.327767479,0.261521604,0.238591736,0.054637083,0.356595447,0.223903095,0.137472184,0.207779223,0.197575838,0.25531463,0.16595318,0.188257535,0.165763627,0.604669285,0.452134251,0.175975679,0.194239343,0.266625322,0.313034786,0.317374837,0.337689628,0.424843309,0.143626457,0.151459312,0.188401635,0.169507786,0.116189395,0.464133802,0.270612045,0.311008034,0.245703275,0.313427366,0.168723114,0.214450327,0.237911915,0.203667953,0.17005715,0.253319851,0.242989797,0.220197663,0.170409176,0.159907025,0.3432126,0.198370027,0.205584441,0.211877179,0.305780844,0.20708013,0.406012042,0.163025379,0.235701898,0.175996725,0.11168411,0.173751505,1,0.267212571,0.219994116,0.167442992,0.276892191,0.130993563,0.21471508,0.182963618,0.334175805,0.230670818,0.49201742,0.500803089,0.214045229,0.146714175,0.196778804,0.169639172,0.183196419,0.258268317,0.193731035,0.209591241,0.221353878,0.220346442,0.162469547,0.272307514,0.243887813,0.260155745,0.52620348,0.2055188,0.203544131,0.171875509,0.193985916,0.23686173,0.16829605,0.262875111,0.12993515,0.19964208,0.232836602,0.220002227,0.221338341,0.231964038,0.391244623,0.372302913,0.213968696,0.197715694,0.208631571,0.259605319,0.210802528,0.211682722,0.26621739,0.247908327,0.255124626
A0D9,LumA,0.590747845,0.684505061,0.605420407,0.789945546,0.610128883,0.448562909,0.485281171,0.407840334,0.461416594,0.522197579,0.554846231,0.519851451,0.413732238,0.541038014,0.469140443,0.474026323,0.483694528,0.583215919,0.550847965,0.564176229,0.566862892,0.602048961,0.574398916,0.764440746,0.541794555,0.529740984,0.598018876,0.605057476,0.520105534,0.545758247,0.441841256,0.529206738,0.467438831,0.429217855,0.786566987,0.554412692,0.505560699,0.421855855,0.451981376,0.405647907,1,0.286093582,0.672574638,0.535256053,0.60123949,0.450630413,0.559114319,0.559543792,0.542897266,0.609973971,0.562672558,0.480834912,0.476746513,0.561655811,0.43184019,0.459372635,0.593239681,0.450794631,0.557726692,0.553822187,0.501838599,0.580877665,0.586184718,0.823436932,0.635086197,0.622493281,0.594238398,0.546126949,0.504678512,0.609839143,0.520753842,0.516733115,0.505189582,0.582758968,0.680937944,0.517693978,0.540439739,0.52890377,0.58472787,0.506320428,0.498825766,0.564781383,0.510209486,0.615545606,0.513349164,0.085179307,0.55381589,0.519817802,0.579090109,0.505837003,0.459412017,0.52880895,0.510617321,0.438331886,0.516411342,0.510627048,0.544768691,0.388890476,0.571037772,0.473583299,0.358235418,0.376218374,0.452931522,0,0.580283171,0.521239286,0.439523909,0.546532779,0.620753101,0.585945022,0.593699866,0.421461768,0.661107904,0.541922608,0.422848005,0.47924523,0.540021125,0.527361334,0.574745844,0.54664144,0.554838994,0.503497665,0.48146247,0.501421249,0.514852639,0.591035709,0.534504129,0.560311952,0.502159984,0.526864057,0.593499213,0.417577269,0.488071388,0.546253998,0.523780964,0.488183428,0.566875901,0.461223854,0.421662688,0.472616191,0.552742986,0.518778721
A0DA,Basal,0.705222626,0.705682104,0.70966283,0.861146125,0.702402923,0.653616525,0.784955983,0.552054625,0.654180671,0.685934167,0.689434158,0.711286104,0.450556026,0.676091281,0.763027852,0.713648456,0.738721172,0.804321382,0.738552969,0.799839327,0.658719943,0.646004269,0.680388562,0.537951257,0.678448826,0.655982418,0.691583672,0.60962208,0.723727308,0.710606286,0.663406978,0.641366679,0.710786545,0.589253186,0.336809532,0.684665331,0.70205462,0.645658714,0.711389842,0.707130495,0.58881176,0.713634714,0.719393113,0.690231827,0.623298898,0.790715827,0.644007526,0.709197675,0.859367616,0.689815003,0,0.626672515,0.646842145,0.684760535,0.968479919,0.733299423,0.362787413,0.715556129,0.832447826,0.639609969,0.702809349,0.630757981,0.650061081,0.7672528,0.528316531,0.541201958,0.658758846,0.659035266,0.790369709,0.697651608,0.709387555,0.659274417,0.700145953,0.971573664,0.771690682,0.715351994,0.724060165,0.678905236,0.659839726,0.752967514,0.705218902,0.738739928,0.800078219,0.716177614,0.620325773,0.928369344,0.587966644,0.673538249,0.750623406,0.646901071,0.652807047,0.464329767,0.723288521,0.618496917,0.800821318,0.757129226,0.715661212,0.663156907,0.648026389,0.895544038,0.611603813,0.704596837,0.721697794,0.672317696,0.672360543,0.916656935,0.744879529,0.65019895,0.706000395,0.656059566,0.714568003,0.725247347,0.898218004,0.666487314,0.73079267,0.685083644,0.72976947,0.6338694,0.618500159,0.715282791,0.882892844,0.75950775,0.789882131,0.646708424,0.793457093,1,0.707142772,0.778328002,0.697209306,0.690380223,0.641289664,0.69565044,0.687209829,0.595900688,0.697203714,0.724837911,0.684850737,0.687787009,0.77169924,0.683402781,0.700869532,0.710810503
A0DB,LumA,0.208094165,0.130853213,0.160017035,0.229224159,0.161701448,0.292668118,0.219134415,0.166915167,0.217368767,0.264608216,0.358772714,0.18295861,0.349594886,0.210127011,0.176392683,0.239529698,0.264221145,0.602562808,0.565735634,0.200417923,0.270971219,0.157516207,0.224627375,0.300634115,0.185440378,0.194797931,0.178746309,0.180144714,0.23549566,0.209123164,0.196878191,0.248259096,0.13873392,0.035637333,0.394762135,0.199466402,0.181492207,0.129687182,0.171393962,0.355539674,0.379051959,0,0.231415147,0.174230469,0.293579012,0.217047402,0.265504781,0.191851824,0.251050176,0.190790664,0.63638746,0.2272324,0.115631407,0.200609642,0.16193725,0.199200414,0.270925884,0.262732026,0.394468246,0.235710049,0.219682131,0.199156354,0.21218421,0.01828135,0.295238256,0.221524499,0.255372771,0.311265047,0.201594901,0.172587524,0.163453533,0.236631678,0.168927344,0.361696983,0.225183075,0.220873615,0.195484684,0.184164366,0.169964639,0.267031033,0.188387137,0.18079338,0.201733505,0.149628871,0.211528881,0.370974919,0.268089783,0.199553538,0.206170387,0.245224303,0.177496116,1,0.283983559,0.186884035,0.136838843,0.221849722,0.201026571,0.167575061,0.19994601,0.326289582,0.064391357,0.057994071,0.146960548,0.224111172,0.220018803,0.251132797,0.219697361,0.198820468,0.18916921,0.188411365,0.153371648,0.184687132,0.220523484,0.169216322,0.132049776,0.212665249,0.232696725,0.308271528,0.200146608,0.201475517,0.324833709,0.221067328,0.317085925,0.208333895,0.263352397,0.303398543,0.184751001,0.183817658,0.198061775,0.269906781,0.211704115,0.175010784,0.212558666,0.336923773,0.202455126,0.17976868,0.209024401,0.218939045,0.155684129,0.167208796,0.179218612,0.21861306
A13D,Basal,0.47173629,0.380768745,0.415813039,0.383127577,0.39621512,0.371697818,0.407803357,0.396288171,0.447210891,0.414531087,0.41736864,0.4922356,0.28392488,0.451731908,0.539223818,0.247043065,0.398688982,0.504769173,0.49473069,0.541726163,0.434276027,0.525894571,0.433971173,0.100730986,0.445527331,0.474742953,0.505760648,0.374942128,0.368463527,0.466364477,0.477132731,0.586375512,0.444710554,0.473112162,0.192521625,0.494026787,0.458728941,0.578232649,0.488888492,0.694680086,0.35419003,0.46292438,0.447794153,0.541876685,0.371113459,0.398017417,0.393056022,0.550280198,0.504269185,0.478180746,0,0.360858783,0.469414113,0.369406942,0.507346759,0.615833585,0.172726697,0.388330056,0.425489288,0.535423714,0.516817059,0.629554091,0.472350455,0.512383884,0.62218155,0.467321019,0.465188553,0.350750879,0.355523431,0.490093705,0.383590947,0.434986516,0.444963313,0.292698132,0.484709531,0.344192096,0.619359387,0.473318222,0.47852355,0.41189472,0.483403137,0.53075989,0.570707142,1,0.446821643,0.15312179,0.307726351,0.39134478,0.528456008,0.593699086,0.469783152,0.368156665,0.49643423,0.534606942,0.235503315,0.510722821,0.413298091,0.232537234,0.426717329,0.367260052,0.38885911,0.141732816,0.285216573,0.22630221,0.476756938,0.581608928,0.502212054,0.435325206,0.449677833,0.460794858,0.538275952,0.441428504,0.513600726,0.503529572,0.299880865,0.444298928,0.363733034,0.472151587,0.536565274,0.471191113,0.46377425,0.551230758,0.415040949,0.450742566,0.380764828,0.409004392,0.48425742,0.565453134,0.43877786,0.305743324,0.361149044,0.332044843,0.352349573,0.314620588,0.451155912,0.431258409,0.31705742,0.258320764,0.458262828,0.349706854,0.4561245,0.433218865
A13E,Basal,0.435640642,0.57132333,0.508688634,0.681229195,0.449306907,0.463181773,0.36041901,0.334114399,0.43914829,0.396977146,0.421978393,0.495459808,0.130593666,0.518722206,0.685342122,0.396917783,0.301865815,0.511361064,0.466821397,0.490042773,0.479846372,0.47352027,0.410793119,0.419631929,0.417492771,0.443309669,0.392384427,0.363904892,0.531463028,0.474297893,0.424609665,0.378280505,0.536997894,0.363904045,0.192057723,0.495724202,0.427294032,0.580490002,0.468638455,0.605934988,0.399528285,0.654601889,0.365444022,0.500902111,0.418401646,0.47796691,0.339887091,0.499756984,0.53615587,0.420145516,0.091173822,0.375523914,0.341463103,0.462205046,0.28756761,0.928100046,0,0.354344699,0.499978927,0.474849338,0.445629113,0.491618958,0.472197399,0.265817642,0.087880084,0.375939422,0.407952628,0.319177808,0.434733577,0.423149425,0.483843449,0.405737358,0.501262168,0.65687549,0.453435324,0.468837794,0.462718509,0.391634681,0.401227819,0.421552147,0.399800648,0.757202071,0.551650797,0.484482042,0.454347617,0.701644163,0.359445752,0.435798097,0.709037537,0.34056049,0.410251148,0.375272179,0.480653999,0.464312081,0.395799165,0.409530214,0.346983758,0.163195156,0.466468906,0.631181445,0.50534936,0.674918778,0.587642368,0.351094803,0.408427475,0.555876747,0.490049598,0.504223814,0.418044684,0.495937559,0.414533351,0.466711057,0.517066389,0.397420708,0.437019169,0.445875459,0.458798936,0.429340667,0.48415914,0.512085541,0.366370613,0.531803122,0.546603889,0.41630364,0.407284554,1,0.439432665,0.632800764,0.440016792,0.471277876,0.503522878,0.395149207,0.494134077,0.490481174,0.489037665,0.512867843,0.3493361,0.380022036,0.522130172,0.449521905,0.509423978,0.551209262
A13F,LumB,0.294343414,0.449870283,0.236243212,0.187619125,0.317009022,0.364122226,0.274797938,0.490680659,0.278818393,0.12056344,0.149194721,0.272544769,0.462805604,0.287907685,0.338286639,0.409997918,0.22509483,0.176019985,0.163881585,0.160586175,0.340329028,0.309595113,0.325498765,0.521558095,0.343203577,0.302358596,0.252971862,0.31450593,0.432181433,0.290293926,0.355779664,0.282098298,0.281804908,0.166113946,0.140972995,0.293218771,0.30431844,0.453042022,0.305276031,0.40470244,0.012086746,0.527124526,0.183342399,0.332269141,0.375949516,0.335078675,0.381353553,0.262422724,0.234548242,0.272466125,0.355285059,0.474462762,0.279867322,0.255755989,0.204621364,0.308312389,0.46600142,0.307166578,0.374443142,0.467614582,0.359585881,0.219901548,0.252767928,0.022633235,0.539078827,0.406738362,0.446536222,0.360075156,0.184816581,0.308522501,0.421965187,0.352942761,0.200078424,0,0.350645117,0.194333206,0.29459326,0.341742535,0.22737995,0.373658787,0.345874983,0.309220976,0.310702768,0.393924701,0.264505868,0.390510735,0.26323625,0.28728944,0.212373594,0.315511372,0.291577675,1,0.22123069,0.266116335,0.42298179,0.392850567,0.316560931,0.284997865,0.401798354,0.384184494,0.346076481,0.260669813,0.252600535,0.250268507,0.143516335,0.425791579,0.267989968,0.37474112,0.337933301,0.289882897,0.247896467,0.227294425,0.085064039,0.279822932,0.483101462,0.226271956,0.382517924,0.438220665,0.234471008,0.343951279,0.30557025,0.218650381,0.063630335,0.31842362,0.269542401,0.212455571,0.316618945,0.233292581,0.373052069,0.358204157,0.365956203,0.286717171,0.344685715,0.074167796,0.279282232,0.260418531,0.404314679,0.064407292,0.27845292,0.429198149,0.228099739,0.339085144
A06N,LumB,0.471752594,0.314581752,0.370189932,0.426185554,0.368625739,0.166922444,0.414445827,0.39154231,0.334131357,0.397670612,0.350420522,0.398524114,0.236646817,0.31327343,0.337239571,0.237517376,0.136566063,0.339046476,0.369106284,0.348157556,0.587057446,0.453444251,0.417191607,0.50625169,0.381136183,0.453406384,0.409783402,0.514897232,0.300963053,0.47061187,0.482597236,0.448653789,0.327426305,0.365347501,0.271361079,0.440876051,0.428837995,0.258759032,0.466689687,0.677164387,0.258459029,0.095827552,0.413009418,0.398984948,0.487994336,0.250048753,0.543186348,0.3893517,0.482910752,0.439183241,1,0.335397187,0.325785632,0.421944396,0.479400643,0.451957802,0.653810904,0.235610349,0.407866427,0.38690496,0.436314812,0.470166596,0.493886637,0.489093008,0.462002081,0.46496109,0.383543324,0.306962675,0.408781228,0.477070035,0.210526009,0.384211654,0.386759275,0.403933585,0.45238776,0.287387924,0.520692673,0.406470284,0.469814138,0.254551873,0.365343576,0.396714039,0.209972011,0.58073658,0.450939143,0.140623689,0.350707398,0.350510076,0.382264685,0.363321526,0.411040197,0.288823903,0.34429249,0.444445085,0.059355395,0.198958993,0.37508483,0.295749914,0.403577266,0.279681294,0.236894756,0.263754254,0.288572824,0,0.343466085,0.365130092,0.451644396,0.370480664,0.421495069,0.529499407,0.402218478,0.398970765,0.492582859,0.434689351,0.280525992,0.394988301,0.268267763,0.541672657,0.4445023,0.443192949,0.202416146,0.319432828,0.364220063,0.520019628,0.501686958,0.417709129,0.458794146,0.415685813,0.21998515,0.293576639,0.436567481,0.339411157,0.468995826,0.230947215,0.392727366,0.27537937,0.233831996,0.157544158,0.502059513,0.338355344,0.455013834,0.369145603
A06P,LumA,0.546972527,0.527222652,0.491252857,0.623348978,0.476087785,0.400428437,0.443170617,0.466015767,0.506447347,0.474507962,0.437087833,0.407201129,0.357565762,0.376718099,0.304221805,0.429421873,0.401025108,0.785957821,0.622417751,0.59122618,0.336304084,0.544429851,0.583780815,0.588477616,0.540576149,0.3510266,0.533268148,0.552465084,0.412544963,0.456155111,0.287116968,0.521700834,0.400902413,0.442233627,1,0.459406671,0.421109912,0.368544034,0.311685646,0.60931261,0.714328169,0.293158676,0.551467779,0.477963794,0.563991538,0.326073198,0.478744814,0.521311291,0.640870979,0.534842968,0.297292391,0.426674616,0.470805946,0.483711613,0.486167649,0.453473373,0.43222442,0.334066352,0.471767123,0.404537982,0.498407568,0.697316919,0.515094727,0.515311797,0.720075669,0.46397616,0.477436779,0.5341168,0.447492947,0.504286894,0.26560714,0.396616038,0.452709259,0.631742244,0.536652145,0.418901545,0.47222467,0.380618227,0.502425248,0.37489187,0.424423257,0.563112835,0.537480055,0.46707771,0.527305386,0,0.421352765,0.507867103,0.537129634,0.379522247,0.424269667,0.986383334,0.453371941,0.509606227,0.439511136,0.600436078,0.502121268,0.504154865,0.437166101,0.367491595,0.31954401,0.397275404,0.391484806,0.44872408,0.552245687,0.56342779,0.516629624,0.395140319,0.496307983,0.524197048,0.430226697,0.450155102,0.619269,0.466351863,0.40001845,0.375649095,0.401933829,0.482960061,0.516023024,0.406651774,0.567562369,0.520868761,0.499500159,0.348123804,0.437180832,0.492801562,0.419160235,0.542841458,0.444965064,0.471180562,0.430613747,0.349273105,0.379642193,0.557334411,0.596410823,0.489753957,0.402807328,0.384634177,0.18578914,0.371943335,0.578347717,0.382116522
